,FECHA_DOC,CVE_ART,COSTO_TOTAL_CALCULADO
1411,2022-12-22,TU5/16X230MM,226.23
1412,2022-12-23,TUA00325,4579.08
1413,2022-12-23,RB00007,390.43
1414,2022-12-23,TP00018,153.49
1415,2022-12-23,BP00006,1767.02
1416,2022-12-23,PJ31Q1G1A400,369.62
1417,2022-12-23,BL00002,130.63
1418,2022-12-23,BN00145,572.25
1419,2022-12-23,BN00146,843.82
1420,2022-12-23,PT00079,954.32
1421,2022-12-23,CS12F1040A00,613.88
1422,2022-12-23,CS12H1050A00,628.12
1423,2022-12-23,TUE00394,1789.64
1424,2022-12-23,TUA00470,1884.35
1425,2022-12-23,RB00007,806.55
